int(self),tree_cov,n_respectful_sheperd,n_disrespectful_sheperd,global_min_size,avg_grove_size,current_date.month,current_date.year
0,0.5896,10,0,9.0,37.9416,12,1990
0,0.5896,10,0,9.0,38.352,1,1991
0,0.5896,10,0,9.0,38.4392,2,1991
0,0.578,10,0,9.0,38.28,3,1991
0,0.5848,10,0,9.0,38.34,4,1991
0,0.578,10,0,9.0,38.2128,5,1991
0,0.5792,10,0,9.0,38.1608,6,1991
0,0.5812,10,0,9.0,38.1208,7,1991
0,0.5796,10,0,9.0,37.904,8,1991
0,0.572,10,0,9.0,37.4868,9,1991
0,0.5792,10,0,9.0,37.2828,10,1991
0,0.5756,10,0,9.0,37.0576,11,1991
0,0.5844,10,0,9.0,37.482,12,1991
0,0.5844,10,0,9.0,37.8976,1,1992
0,0.5844,10,0,9.0,38.0756,2,1992
0,0.5744,10,0,9.0,38.0176,3,1992
0,0.5824,10,0,9.0,38.1792,4,1992
0,0.5752,10,0,9.0,38.1344,5,1992
0,0.5776,10,0,9.0,38.1668,6,1992
0,0.5748,10,0,9.0,38.072,7,1992
0,0.5772,10,0,9.0,37.9728,8,1992
0,0.566,10,0,9.0,37.498,9,1992
0,0.5768,10,0,9.0,37.206,10,1992
0,0.574,10,0,9.0,36.8792,12,1992
0,0.574,10,0,9.0,37.3052,1,1993
0,0.5676,10,0,9.0,37.128,2,1993
0,0.558,10,0,9.0,36.9732,3,1993
0,0.5572,10,0,9.0,36.8368,4,1993
0,0.5488,10,0,9.0,36.6332,5,1993
0,0.5452,10,0,9.0,36.4716,6,1993
0,0.5384,10,0,9.0,36.2132,7,1993
0,0.538,10,0,9.0,36.038,8,1993
0,0.5308,10,0,9.0,35.7248,9,1993
0,0.5372,10,0,9.0,35.5276,10,1993
0,0.5372,10,0,9.0,35.47,11,1993
0,0.5468,10,0,9.0,35.9328,12,1993
0,0.5468,10,0,9.0,36.386,1,1994
0,0.5468,10,0,9.0,36.6744,2,1994
0,0.5416,10,0,9.0,36.824,3,1994
0,0.5504,10,0,9.0,37.0264,4,1994
0,0.548,10,0,9.0,37.1296,5,1994
0,0.5512,10,0,9.0,37.3212,6,1994
0,0.5516,10,0,9.0,37.4332,7,1994
0,0.5512,10,0,9.0,37.3652,8,1994
0,0.5428,10,0,9.0,36.9328,9,1994
0,0.5472,10,0,9.0,36.7068,10,1994
0,0.5408,10,0,9.0,36.3648,11,1994
0,0.5488,10,0,9.0,36.824,12,1994
0,0.5488,10,0,9.0,37.2752,1,1995
0,0.5488,10,0,9.0,37.4192,2,1995
0,0.5376,10,0,9.0,37.3392,3,1995
0,0.5432,10,0,9.0,37.4628,4,1995
0,0.5384,10,0,9.0,37.492,5,1995
0,0.5416,10,0,9.0,37.6156,6,1995
0,0.54,10,0,9.0,37.6144,7,1995
0,0.5416,10,0,9.0,37.5024,8,1995
0,0.5344,10,0,9.0,37.1028,9,1995
0,0.5408,10,0,9.0,36.898,10,1995
0,0.5336,10,0,9.0,36.5728,11,1995
0,0.5432,10,0,9.0,37.0392,12,1995
0,0.5432,10,0,9.0,37.496,1,1996
0,0.5432,10,0,9.0,37.6392,2,1996
0,0.5336,10,0,9.0,37.5484,3,1996
0,0.54,10,0,9.0,37.642,4,1996
0,0.5336,10,0,9.0,37.6152,5,1996
0,0.5384,10,0,9.0,37.6724,6,1996
0,0.534,10,0,9.0,37.6416,7,1996
0,0.536,10,0,9.0,37.5844,8,1996
0,0.53,10,0,9.0,37.2828,9,1996
0,0.5396,10,0,9.0,37.1808,10,1996
0,0.538,10,0,9.0,36.9952,11,1996
0,0.5496,10,0,9.0,37.4572,12,1996
0,0.5556,10,0,9.0,37.9076,1,1997
0,0.5556,10,0,9.0,38.094,2,1997
0,0.5556,10,0,9.0,38.0416,3,1997
0,0.5612,10,0,9.0,38.1336,5,1997
0,0.5624,10,0,9.0,38.0944,6,1997
0,0.5664,10,0,9.0,38.1392,7,1997
0,0.5728,10,0,9.0,38.0988,8,1997
0,0.5784,10,0,9.0,37.9448,9,1997
0,0.5776,10,0,9.0,37.5664,10,1997
0,0.578,10,0,9.0,37.3224,11,1997
0,0.5872,10,0,9.0,37.7444,12,1997
0,0.5872,10,0,9.0,38.1572,1,1998
0,0.5872,10,0,9.0,38.3296,2,1998
0,0.58,10,0,9.0,38.336,3,1998
0,0.5836,10,0,9.0,38.478,4,1998
0,0.5796,10,0,9.0,38.488,5,1998
0,0.5836,10,0,9.0,38.5784,6,1998
0,0.5796,10,0,9.0,38.54,7,1998
0,0.5796,10,0,9.0,38.3692,8,1998
0,0.57,10,0,9.0,37.8972,9,1998
0,0.5772,10,0,9.0,37.6484,10,1998
0,0.574,10,0,9.0,37.442,11,1998
0,0.5836,10,0,9.0,37.868,12,1998
0,0.5836,10,0,9.0,38.2844,1,1999
0,0.5836,10,0,9.0,38.46,2,1999
0,0.5756,10,0,9.0,38.4492,3,1999
0,0.584,10,0,9.0,38.5384,4,1999
0,0.578,10,0,9.0,38.456,5,1999
0,0.5804,10,0,9.0,38.4556,6,1999
0,0.5776,10,0,9.0,38.3676,7,1999
0,0.5804,10,0,9.0,38.2184,8,1999
0,0.572,10,0,9.0,37.7952,9,1999
0,0.5788,10,0,9.0,37.5248,10,1999
0,0.5772,10,0,9.0,37.3236,11,1999
0,0.5904,10,0,9.0,37.7464,12,1999
0,0.5904,10,0,9.0,38.156,1,2000
0,0.5904,10,0,9.0,38.346,2,2000
0,0.5824,10,0,9.0,38.3164,3,2000
0,0.5908,10,0,9.0,38.3772,4,2000
0,0.5872,10,0,9.0,38.3756,5,2000
0,0.5888,10,0,9.0,38.4504,6,2000
0,0.5904,10,0,9.0,38.4808,7,2000
0,0.5904,10,0,9.0,38.316,8,2000
0,0.5756,10,0,9.0,37.8556,9,2000
0,0.58,10,0,9.0,37.6344,10,2000
0,0.5768,10,0,9.0,37.3244,11,2000
0,0.5868,10,0,9.0,37.7476,12,2000
0,0.5868,10,0,9.0,38.1608,1,2001
0,0.5868,10,0,9.0,38.2672,2,2001
0,0.5752,10,0,9.0,38.0812,3,2001
0,0.5804,10,0,9.0,38.1288,4,2001
0,0.576,10,0,9.0,38.0028,5,2001
0,0.5772,10,0,9.0,37.9008,6,2001
0,0.5752,10,0,9.0,37.8632,7,2001
0,0.5764,10,0,9.0,37.7188,8,2001
0,0.5656,10,0,9.0,37.2928,9,2001
0,0.572,10,0,9.0,37.0892,10,2001
0,0.568,10,0,9.0,36.8304,11,2001
0,0.568,10,0,9.0,37.2624,12,2001
0,0.568,10,0,9.0,37.6944,1,2002
0,0.568,10,0,9.0,37.8416,3,2002
0,0.5692,10,0,9.0,37.7928,4,2002
0,0.5672,10,0,9.0,37.8336,5,2002
0,0.5672,10,0,9.0,37.808,6,2002
0,0.5652,10,0,9.0,37.8208,7,2002
0,0.5672,10,0,9.0,37.8428,8,2002
0,0.5672,10,0,9.0,37.7532,9,2002
0,0.5692,10,0,9.0,37.34,10,2002
0,0.5692,10,0,9.0,37.1476,11,2002
0,0.5792,10,0,9.0,37.5784,12,2002
0,0.5792,10,0,9.0,37.9992,1,2003
0,0.5792,10,0,9.0,38.2416,2,2003
0,0.5736,10,0,9.0,38.3424,3,2003
0,0.5788,10,0,9.0,38.5316,4,2003
0,0.5764,10,0,9.0,38.622,5,2003
0,0.5796,10,0,9.0,38.7364,6,2003
0,0.5796,10,0,9.0,38.7652,7,2003
0,0.5808,10,0,9.0,38.6836,8,2003
0,0.5712,10,0,9.0,38.1536,9,2003
0,0.5784,10,0,9.0,37.8872,10,2003
0,0.572,10,0,9.0,37.524,11,2003
0,0.5836,10,0,9.0,37.952,12,2003
0,0.5836,10,0,9.0,38.3684,1,2004
0,0.5836,10,0,9.0,38.4728,2,2004
0,0.5736,10,0,9.0,38.3664,3,2004
0,0.578,10,0,9.0,38.4388,4,2004
0,0.5748,10,0,9.0,38.4512,5,2004
0,0.576,10,0,9.0,38.5076,6,2004
0,0.5764,10,0,9.0,38.4724,7,2004
0,0.578,10,0,9.0,38.3468,8,2004
0,0.5668,10,0,9.0,37.8692,9,2004
0,0.5744,10,0,9.0,37.6892,10,2004
0,0.564,10,0,9.0,37.324,11,2004
0,0.578,10,0,9.0,37.76,12,2004
0,0.578,10,0,9.0,38.182,1,2005
0,0.578,10,0,9.0,38.2688,2,2005
0,0.5696,10,0,9.0,38.1432,3,2005
0,0.5708,10,0,9.0,38.0804,4,2005
0,0.566,10,0,9.0,38.0204,5,2005
0,0.5672,10,0,9.0,37.9204,6,2005
0,0.5652,10,0,9.0,37.8212,7,2005
0,0.5652,10,0,9.0,37.6084,8,2005
0,0.56,10,0,9.0,37.2208,9,2005
0,0.5676,10,0,9.0,37.0084,10,2005
0,0.5652,10,0,9.0,36.8144,11,2005
0,0.578,10,0,9.0,37.2492,12,2005
0,0.578,10,0,9.0,37.6712,1,2006
0,0.578,10,0,9.0,37.8536,2,2006
0,0.5692,10,0,9.0,37.836,3,2006
0,0.5772,10,0,9.0,38.0004,4,2006
0,0.5772,10,0,9.0,38.0444,5,2006
0,0.5792,10,0,9.0,38.0724,7,2006
0,0.5792,10,0,9.0,38.0812,8,2006
0,0.5756,10,0,9.0,37.8884,9,2006
0,0.5672,10,0,9.0,37.3952,10,2006
0,0.57,10,0,9.0,37.0984,11,2006
0,0.578,10,0,9.0,37.5284,12,2006
0,0.578,10,0,9.0,37.9504,1,2007
0,0.578,10,0,9.0,38.1216,2,2007
0,0.5668,10,0,9.0,38.0444,3,2007
0,0.5708,10,0,9.0,38.1804,4,2007
0,0.5676,10,0,9.0,38.2196,5,2007
0,0.5684,10,0,9.0,38.2948,6,2007
0,0.5664,10,0,9.0,38.4072,7,2007
0,0.5668,10,0,9.0,38.2796,8,2007
0,0.556,10,0,9.0,37.8568,9,2007
0,0.5644,10,0,9.0,37.6308,10,2007
0,0.5632,10,0,9.0,37.3436,11,2007
0,0.5756,10,0,9.0,37.7804,12,2007
0,0.5756,10,0,9.0,38.2048,1,2008
0,0.5756,10,0,9.0,38.394,2,2008
0,0.5676,10,0,9.0,38.4096,3,2008
0,0.5772,10,0,9.0,38.6056,4,2008
0,0.574,10,0,9.0,38.6836,5,2008
0,0.5772,10,0,9.0,38.7908,6,2008
0,0.5804,10,0,9.0,38.82,7,2008
0,0.582,10,0,9.0,38.768,8,2008
0,0.5696,10,0,9.0,38.2304,9,2008
0,0.5752,10,0,9.0,37.9808,10,2008
0,0.5708,10,0,9.0,37.6284,11,2008
0,0.5812,10,0,9.0,38.0576,12,2008
0,0.5812,10,0,9.0,38.4764,1,2009
0,0.5812,10,0,9.0,38.6216,2,2009
0,0.572,10,0,9.0,38.6076,3,2009
0,0.5812,10,0,9.0,38.7328,4,2009
0,0.5784,10,0,9.0,38.7492,5,2009
0,0.5816,10,0,9.0,38.7548,6,2009
0,0.582,10,0,9.0,38.7116,7,2009
0,0.5844,10,0,9.0,38.5728,8,2009
0,0.5784,10,0,9.0,38.1068,9,2009
0,0.5852,10,0,9.0,37.8252,10,2009
0,0.5792,10,0,9.0,37.5052,11,2009
0,0.5904,10,0,9.0,37.926,12,2009
0,0.5904,10,0,9.0,38.3356,1,2010
0,0.5904,10,0,9.0,38.482,2,2010
0,0.5792,10,0,9.0,38.3844,3,2010
0,0.5872,10,0,9.0,38.5252,4,2010
0,0.582,10,0,9.0,38.464,5,2010
0,0.5836,10,0,9.0,38.4724,6,2010
0,0.5808,10,0,9.0,38.3384,7,2010
0,0.584,10,0,9.0,38.2224,8,2010
0,0.5728,10,0,9.0,37.692,9,2010
0,0.5848,10,0,9.0,37.4456,10,2010
0,0.5828,10,0,9.0,37.1584,11,2010
0,0.5828,10,0,9.0,37.5756,12,2010
0,0.5828,10,0,9.0,37.9928,1,2011
0,0.5828,10,0,9.0,38.1732,3,2011
0,0.5824,10,0,9.0,38.0916,4,2011
0,0.5812,10,0,9.0,38.1884,5,2011
0,0.5776,10,0,9.0,38.1048,6,2011
0,0.5776,10,0,9.0,38.0548,7,2011
0,0.5744,10,0,9.0,37.908,8,2011
0,0.5756,10,0,9.0,37.73,9,2011
0,0.5728,10,0,9.0,37.2344,10,2011
0,0.5736,10,0,9.0,37.02,11,2011
0,0.5828,10,0,9.0,37.4464,12,2011
0,0.5828,10,0,9.0,37.8636,1,2012
0,0.5828,10,0,9.0,38.0928,2,2012
0,0.5744,10,0,9.0,38.114,3,2012
0,0.5816,10,0,9.0,38.236,4,2012
0,0.5756,10,0,9.0,38.2616,5,2012
0,0.5796,10,0,9.0,38.3352,6,2012
0,0.5772,10,0,9.0,38.3168,7,2012
0,0.58,10,0,9.0,38.2368,8,2012
0,0.5648,10,0,9.0,37.6176,9,2012
0,0.5728,10,0,9.0,37.3964,10,2012
0,0.5632,10,0,9.0,37.0376,11,2012
0,0.5744,10,0,9.0,37.4744,12,2012
0,0.5744,10,0,9.0,37.9,1,2013
0,0.5744,10,0,9.0,38.004,2,2013
0,0.5636,10,0,9.0,37.8296,3,2013
0,0.5696,10,0,9.0,37.9092,4,2013
0,0.564,10,0,9.0,37.8616,5,2013
0,0.566,10,0,9.0,37.9036,6,2013
0,0.562,10,0,9.0,37.774,7,2013
0,0.5612,10,0,9.0,37.6144,8,2013
0,0.5516,10,0,9.0,37.1628,9,2013
0,0.5584,10,0,9.0,36.9504,10,2013
0,0.5556,10,0,9.0,36.6596,11,2013
0,0.5652,10,0,9.0,37.104,12,2013
0,0.5652,10,0,9.0,37.5388,1,2014
0,0.5652,10,0,9.0,37.7388,2,2014
0,0.556,10,0,9.0,37.7052,3,2014
0,0.5648,10,0,9.0,37.8612,4,2014
0,0.5596,10,0,9.0,37.8868,5,2014
0,0.5644,10,0,9.0,37.9628,6,2014
0,0.5636,10,0,9.0,38.0036,7,2014
0,0.564,10,0,9.0,37.8692,8,2014
0,0.5548,10,0,9.0,37.3912,9,2014
0,0.5592,10,0,9.0,37.1044,10,2014
0,0.56,10,0,9.0,36.8436,11,2014
0,0.57,10,0,9.0,37.2836,12,2014
0,0.57,10,0,9.0,37.7136,1,2015
0,0.57,10,0,9.0,37.9696,2,2015
0,0.5632,10,0,9.0,38.0564,3,2015
0,0.5688,10,0,9.0,38.2412,4,2015
0,0.5664,10,0,9.0,38.3372,5,2015
0,0.5708,10,0,9.0,38.4452,6,2015
0,0.5704,10,0,9.0,38.5544,7,2015
0,0.576,10,0,9.0,38.4664,8,2015
0,0.5656,10,0,9.0,37.8908,10,2015
0,0.5712,10,0,9.0,37.6056,11,2015
0,0.584,10,0,9.0,38.0344,12,2015
0,0.584,10,0,9.0,38.4504,1,2016
0,0.584,10,0,9.0,38.652,2,2016
0,0.576,10,0,9.0,38.6752,3,2016
